model,reportId,n_documents,spearman,kendall,accuracy,pair_correct,pair_total,spearman_comprehensiveness,kendall_comprehensiveness,accuracy_comprehensiveness,spearman_insight,kendall_insight,accuracy_insight,spearman_instruction_following,kendall_instruction_following,accuracy_instruction_following,spearman_readability,kendall_readability,accuracy_readability
diagonal_matched_separate_hybrid,7,16,0.55000000,0.36666667,0.68333333,82,120,0.33284278,0.21849511,0.60000000,0.48363596,0.34815531,0.62500000,0.63862598,0.46790960,0.62500000,0.64312012,0.46025507,0.72500000
diagonal_matched_separate_hybrid,16,16,0.37941176,0.26666667,0.63333333,76,120,0.29580582,0.24267995,0.61666667,0.54786510,0.38656827,0.68333333,-0.72642060,-0.55200557,0.14166667,0.56470588,0.40000000,0.70000000
diagonal_matched_separate_hybrid,17,16,0.91176471,0.78333333,0.89166667,107,120,0.56974558,0.44074128,0.70000000,0.80008912,0.60927180,0.75000000,0.65978309,0.45769286,0.70833333,0.81236225,0.62762056,0.80833333
diagonal_matched_separate_hybrid,18,16,0.38529412,0.28333333,0.64166667,77,120,0.43267120,0.29288959,0.64166667,0.45294118,0.33333333,0.66666667,0.17699192,0.14347141,0.55833333,0.54451818,0.35983579,0.67500000
diagonal_shared_a0_hybrid,1,16,0.58529412,0.41666667,0.70833333,85,120,0.51764706,0.38333333,0.69166667,0.67058824,0.53333333,0.76666667,0.02522355,0.00000000,0.46666667,0.56470588,0.36666667,0.68333333
diagonal_shared_a0_hybrid,2,16,0.59411765,0.45000000,0.72500000,87,120,0.76764706,0.61666667,0.80833333,0.53235294,0.41666667,0.70833333,0.43952994,0.29538232,0.63333333,0.66764706,0.55000000,0.77500000
diagonal_shared_a0_hybrid,3,16,0.29705882,0.18333333,0.59166667,71,120,-0.02060339,0.04184137,0.51666667,0.67991188,0.54393782,0.76666667,-0.00888913,0.00000000,0.47500000,0.64164844,0.47699162,0.73333333
diagonal_shared_a0_hybrid,4,16,0.62941176,0.45000000,0.72500000,87,120,0.36470588,0.25000000,0.62500000,0.78587218,0.62762056,0.80833333,0.53423519,0.41286141,0.60000000,0.47717283,0.35295364,0.66666667
diagonal_shared_a0_hybrid,5,16,-0.01176471,-0.01666667,0.49166667,59,120,0.01913172,-0.02510482,0.48333333,0.05204785,0.01740777,0.46666667,-0.42370447,-0.34160673,0.16666667,0.17352941,0.10000000,0.55000000
diagonal_shared_a0_hybrid,6,16,0.59705882,0.38333333,0.69166667,83,120,0.24705882,0.15000000,0.57500000,0.54411765,0.40000000,0.70000000,-0.18404478,-0.15759377,0.12500000,0.63235294,0.51666667,0.75833333
diagonal_shared_a0_hybrid,7,16,0.57352941,0.40000000,0.70000000,84,120,0.26215051,0.18488048,0.58333333,0.48363596,0.34815531,0.62500000,0.66932915,0.48625900,0.63333333,0.64312012,0.46025507,0.72500000
diagonal_shared_a0_hybrid,16,16,0.44411765,0.28333333,0.64166667,77,120,0.34289928,0.27615304,0.63333333,0.54786510,0.38656827,0.68333333,-0.81160851,-0.62814426,0.10833333,0.56470588,0.40000000,0.70000000
diagonal_shared_a0_hybrid,17,16,0.91176471,0.78333333,0.89166667,107,120,0.58007775,0.47464445,0.71666667,0.80008912,0.60927180,0.75000000,0.65978309,0.45769286,0.70833333,0.81236225,0.62762056,0.80833333
diagonal_shared_a0_hybrid,18,16,0.38529412,0.28333333,0.64166667,77,120,0.45180292,0.30962614,0.65000000,0.45294118,0.33333333,0.66666667,0.23598923,0.17722939,0.57500000,0.54451818,0.35983579,0.67500000
diagonal_generic_separate_hybrid,1,16,0.58529412,0.41666667,0.70833333,85,120,0.52941176,0.36666667,0.68333333,0.67058824,0.53333333,0.76666667,0.02522355,0.00000000,0.46666667,0.56470588,0.36666667,0.68333333
diagonal_generic_separate_hybrid,2,16,0.55294118,0.40000000,0.70000000,84,120,0.67844021,0.52720127,0.75833333,0.53235294,0.41666667,0.70833333,0.43952994,0.29538232,0.63333333,0.66764706,0.55000000,0.77500000
diagonal_generic_separate_hybrid,3,16,0.35588235,0.23333333,0.61666667,74,120,0.08977192,0.12552411,0.55833333,0.67991188,0.54393782,0.76666667,0.01482613,0.00858567,0.47500000,0.64164844,0.47699162,0.73333333
diagonal_generic_separate_hybrid,4,16,0.63235294,0.46666667,0.73333333,88,120,0.39705882,0.30000000,0.65000000,0.78587218,0.62762056,0.80833333,0.53423519,0.41286141,0.60000000,0.47717283,0.35295364,0.66666667
diagonal_generic_separate_hybrid,5,16,0.04705882,0.03333333,0.51666667,62,120,0.13097870,0.07531447,0.53333333,0.05204785,0.01740777,0.46666667,,,0.02500000,0.17352941,0.10000000,0.55000000
diagonal_generic_separate_hybrid,6,16,0.56764706,0.36666667,0.68333333,82,120,0.09705882,0.08333333,0.54166667,0.54411765,0.40000000,0.70000000,-0.18404478,-0.15759377,0.12500000,0.63235294,0.51666667,0.75833333
diagonal_generic_separate_hybrid,7,16,0.61764706,0.41666667,0.70833333,85,120,0.50220968,0.36976095,0.67500000,0.48363596,0.34815531,0.62500000,0.66011820,0.48625900,0.63333333,0.64312012,0.46025507,0.72500000
diagonal_generic_separate_hybrid,16,16,0.57352941,0.41666667,0.70833333,85,120,0.45916127,0.35983579,0.67500000,0.54786510,0.38656827,0.68333333,-0.19515777,-0.15227740,0.31666667,0.56470588,0.40000000,0.70000000
diagonal_generic_separate_hybrid,17,16,0.92058824,0.78333333,0.89166667,107,120,0.57417365,0.47464445,0.71666667,0.80008912,0.60927180,0.75000000,0.65978309,0.45769286,0.70833333,0.81236225,0.62762056,0.80833333
diagonal_generic_separate_hybrid,18,16,0.38529412,0.28333333,0.64166667,77,120,0.49448137,0.35983579,0.67500000,0.45294118,0.33333333,0.66666667,0.14749327,0.14347141,0.55833333,0.54451818,0.35983579,0.67500000
diagonal_mismatch_shift1_separate_hybrid,1,16,0.58529412,0.41666667,0.70833333,85,120,0.54411765,0.40000000,0.70000000,0.67058824,0.53333333,0.76666667,0.02522355,0.00000000,0.46666667,0.56470588,0.36666667,0.68333333
diagonal_mismatch_shift1_separate_hybrid,2,16,0.57941176,0.41666667,0.70833333,85,120,0.70882353,0.55000000,0.77500000,0.53235294,0.41666667,0.70833333,0.43952994,0.29538232,0.63333333,0.66764706,0.55000000,0.77500000
diagonal_mismatch_shift1_separate_hybrid,3,16,0.33823529,0.21666667,0.60833333,73,120,0.02649007,0.09205101,0.54166667,0.67991188,0.54393782,0.76666667,0.06370545,0.03419928,0.49166667,0.64164844,0.47699162,0.73333333
diagonal_mismatch_shift1_separate_hybrid,4,16,0.62941176,0.45000000,0.72500000,87,120,0.33235294,0.20000000,0.60000000,0.78587218,0.62762056,0.80833333,0.53423519,0.41286141,0.60000000,0.47717283,0.35295364,0.66666667
diagonal_mismatch_shift1_separate_hybrid,5,16,0.05000000,0.03333333,0.51666667,62,120,0.15158209,0.12552411,0.55833333,0.05204785,0.01740777,0.46666667,0.14749327,0.10971343,0.54166667,0.17352941,0.10000000,0.55000000
diagonal_mismatch_shift1_separate_hybrid,6,16,0.60000000,0.40000000,0.70000000,84,120,0.29411765,0.21666667,0.60833333,0.54411765,0.40000000,0.70000000,0.01411301,0.00000000,0.14166667,0.63235294,0.51666667,0.75833333
diagonal_mismatch_shift1_separate_hybrid,7,16,0.58823529,0.36666667,0.68333333,82,120,0.44035394,0.31933901,0.65000000,0.48363596,0.34815531,0.62500000,0.63555566,0.46790960,0.62500000,0.64312012,0.46025507,0.72500000
diagonal_mismatch_shift1_separate_hybrid,16,16,0.60882353,0.46666667,0.73333333,88,120,0.66225183,0.49372817,0.74166667,0.54786510,0.38656827,0.68333333,-0.26546767,-0.24227186,0.18333333,0.56470588,0.40000000,0.70000000
diagonal_mismatch_shift1_separate_hybrid,17,16,0.92647059,0.80000000,0.90000000,108,120,0.56236545,0.45769286,0.70833333,0.80008912,0.60927180,0.75000000,0.65978309,0.45769286,0.70833333,0.81236225,0.62762056,0.80833333
diagonal_mismatch_shift1_separate_hybrid,18,16,0.38529412,0.28333333,0.64166667,77,120,0.49448137,0.34309924,0.66666667,0.45294118,0.33333333,0.66666667,0.22418977,0.16035040,0.56666667,0.54451818,0.35983579,0.67500000
diagonal_mismatch_shift2_separate_hybrid,1,16,0.58529412,0.41666667,0.70833333,85,120,0.51176471,0.38333333,0.69166667,0.67058824,0.53333333,0.76666667,0.02522355,0.00000000,0.46666667,0.56470588,0.36666667,0.68333333
diagonal_mismatch_shift2_separate_hybrid,2,16,0.55294118,0.40000000,0.70000000,84,120,0.75882353,0.58333333,0.79166667,0.53235294,0.41666667,0.70833333,0.43952994,0.29538232,0.63333333,0.66764706,0.55000000,0.77500000
diagonal_mismatch_shift2_separate_hybrid,3,16,0.32941176,0.21666667,0.60833333,73,120,0.15158209,0.14226066,0.56666667,0.67991188,0.54393782,0.76666667,-0.01037829,-0.00858567,0.46666667,0.64164844,0.47699162,0.73333333
diagonal_mismatch_shift2_separate_hybrid,4,16,0.62941176,0.45000000,0.72500000,87,120,0.38235294,0.25000000,0.62500000,0.78587218,0.62762056,0.80833333,0.53423519,0.41286141,0.60000000,0.47717283,0.35295364,0.66666667
diagonal_mismatch_shift2_separate_hybrid,5,16,0.00000000,0.00000000,0.50000000,60,120,0.08682857,0.05857792,0.52500000,0.05204785,0.01740777,0.46666667,0.35384615,0.29184818,0.21666667,0.17352941,0.10000000,0.55000000
diagonal_mismatch_shift2_separate_hybrid,6,16,0.62058824,0.40000000,0.70000000,84,120,0.35882353,0.30000000,0.65000000,0.54411765,0.40000000,0.70000000,0.01411301,0.00000000,0.14166667,0.63235294,0.51666667,0.75833333
diagonal_mismatch_shift2_separate_hybrid,7,16,0.58823529,0.36666667,0.68333333,82,120,0.60824808,0.43699022,0.70833333,0.48363596,0.34815531,0.62500000,0.66932915,0.48625900,0.63333333,0.64312012,0.46025507,0.72500000
diagonal_mismatch_shift2_separate_hybrid,16,16,0.59411765,0.43333333,0.71666667,86,120,0.31493754,0.22594340,0.60833333,0.54786510,0.38656827,0.68333333,-0.37947345,-0.30455480,0.25000000,0.56470588,0.40000000,0.70000000
diagonal_mismatch_shift2_separate_hybrid,17,16,0.92941176,0.80000000,0.90000000,108,120,0.69077961,0.59330557,0.77500000,0.80008912,0.60927180,0.75000000,0.65978309,0.45769286,0.70833333,0.81236225,0.62762056,0.80833333
diagonal_mismatch_shift2_separate_hybrid,18,16,0.38529412,0.28333333,0.64166667,77,120,0.47093464,0.30962614,0.65000000,0.45294118,0.33333333,0.66666667,0.19764098,0.14347141,0.55833333,0.54451818,0.35983579,0.67500000
diagonal_mismatch_shift3_separate_hybrid,1,16,0.58529412,0.41666667,0.70833333,85,120,0.53235294,0.40000000,0.70000000,0.67058824,0.53333333,0.76666667,0.02522355,0.00000000,0.46666667,0.56470588,0.36666667,0.68333333
diagonal_mismatch_shift3_separate_hybrid,2,16,0.57941176,0.41666667,0.70833333,85,120,0.74117647,0.58333333,0.79166667,0.53235294,0.41666667,0.70833333,0.43952994,0.29538232,0.63333333,0.66764706,0.55000000,0.77500000
diagonal_mismatch_shift3_separate_hybrid,3,16,0.37941176,0.23333333,0.61666667,74,120,0.10007361,0.12552411,0.55833333,0.67991188,0.54393782,0.76666667,-0.03261748,-0.02575700,0.45833333,0.64164844,0.47699162,0.73333333
diagonal_mismatch_shift3_separate_hybrid,4,16,0.60000000,0.41666667,0.70833333,85,120,0.33529412,0.20000000,0.60000000,0.78587218,0.62762056,0.80833333,0.53423519,0.41286141,0.60000000,0.47717283,0.35295364,0.66666667
diagonal_mismatch_shift3_separate_hybrid,5,16,-0.01176471,-0.01666667,0.49166667,59,120,0.07799855,0.04184137,0.51666667,0.05204785,0.01740777,0.46666667,0.35988357,0.19410838,0.58333333,0.17352941,0.10000000,0.55000000
diagonal_mismatch_shift3_separate_hybrid,6,16,0.53823529,0.33333333,0.66666667,80,120,0.30588235,0.23333333,0.61666667,0.54411765,0.40000000,0.70000000,0.01411301,0.00000000,0.14166667,0.63235294,0.51666667,0.75833333
diagonal_mismatch_shift3_separate_hybrid,7,16,0.58823529,0.36666667,0.68333333,82,120,0.31811522,0.21849511,0.60000000,0.48363596,0.34815531,0.62500000,0.62941502,0.44956020,0.61666667,0.64312012,0.46025507,0.72500000
diagonal_mismatch_shift3_separate_hybrid,16,16,0.56470588,0.41666667,0.70833333,85,120,0.49006636,0.37657233,0.68333333,0.54786510,0.38656827,0.68333333,-0.41664635,-0.28552012,0.25833333,0.56470588,0.40000000,0.70000000
diagonal_mismatch_shift3_separate_hybrid,17,16,0.92058824,0.78333333,0.89166667,107,120,0.57860173,0.47464445,0.71666667,0.80008912,0.60927180,0.75000000,0.65978309,0.45769286,0.70833333,0.81236225,0.62762056,0.80833333
diagonal_mismatch_shift3_separate_hybrid,18,16,0.39117647,0.30000000,0.65000000,78,120,0.45474626,0.30962614,0.65000000,0.45294118,0.33333333,0.66666667,0.18584152,0.14347141,0.55833333,0.54451818,0.35983579,0.67500000
diagonal_mismatch_shift4_separate_hybrid,1,16,0.58529412,0.41666667,0.70833333,85,120,0.47941176,0.36666667,0.68333333,0.67058824,0.53333333,0.76666667,0.02522355,0.00000000,0.46666667,0.56470588,0.36666667,0.68333333
diagonal_mismatch_shift4_separate_hybrid,2,16,0.56764706,0.43333333,0.71666667,86,120,0.72352941,0.56666667,0.78333333,0.53235294,0.41666667,0.70833333,0.43952994,0.29538232,0.63333333,0.66764706,0.55000000,0.77500000
diagonal_mismatch_shift4_separate_hybrid,3,16,0.30588235,0.20000000,0.60000000,72,120,0.06769685,0.10878756,0.55000000,0.67991188,0.54393782,0.76666667,-0.07111306,-0.03419928,0.45833333,0.64164844,0.47699162,0.73333333
diagonal_mismatch_shift4_separate_hybrid,4,16,0.62941176,0.45000000,0.72500000,87,120,0.36176471,0.23333333,0.61666667,0.78587218,0.62762056,0.80833333,0.53423519,0.41286141,0.60000000,0.47717283,0.35295364,0.66666667
diagonal_mismatch_shift4_separate_hybrid,5,16,0.04705882,0.03333333,0.51666667,62,120,0.08977192,0.05857792,0.52500000,0.05204785,0.01740777,0.46666667,0.45562130,0.32478632,0.63333333,0.17352941,0.10000000,0.55000000
diagonal_mismatch_shift4_separate_hybrid,6,16,0.63529412,0.43333333,0.71666667,86,120,0.33235294,0.26666667,0.63333333,0.54411765,0.40000000,0.70000000,0.16986780,0.12766998,0.54166667,0.63235294,0.51666667,0.75833333
diagonal_mismatch_shift4_separate_hybrid,7,16,0.60588235,0.40000000,0.70000000,84,120,0.51693723,0.38656827,0.68333333,0.48363596,0.34815531,0.62500000,0.68775105,0.50460839,0.64166667,0.64312012,0.46025507,0.72500000
diagonal_mismatch_shift4_separate_hybrid,16,16,0.51176471,0.35000000,0.67500000,81,120,0.38704941,0.27615304,0.63333333,0.54786510,0.38656827,0.68333333,-0.55449589,-0.41876284,0.20000000,0.56470588,0.40000000,0.70000000
diagonal_mismatch_shift4_separate_hybrid,17,16,0.92058824,0.78333333,0.89166667,107,120,0.56974558,0.47464445,0.71666667,0.80008912,0.60927180,0.75000000,0.65978309,0.45769286,0.70833333,0.81236225,0.62762056,0.80833333
diagonal_mismatch_shift4_separate_hybrid,18,16,0.38529412,0.28333333,0.64166667,77,120,0.47682132,0.32636269,0.65833333,0.45294118,0.33333333,0.66666667,0.10619515,0.09283444,0.53333333,0.54451818,0.35983579,0.67500000
diagonal_mismatch_shift5_separate_hybrid,1,16,0.57941176,0.40000000,0.70000000,84,120,0.46470588,0.35000000,0.67500000,0.67058824,0.53333333,0.76666667,0.02522355,0.00000000,0.46666667,0.56470588,0.36666667,0.68333333
diagonal_mismatch_shift5_separate_hybrid,2,16,0.59705882,0.43333333,0.71666667,86,120,0.79411765,0.63333333,0.81666667,0.53235294,0.41666667,0.70833333,0.43952994,0.29538232,0.63333333,0.66764706,0.55000000,0.77500000
diagonal_mismatch_shift5_separate_hybrid,3,16,0.30588235,0.20000000,0.60000000,72,120,0.11331865,0.12552411,0.55833333,0.67991188,0.54393782,0.76666667,-0.07407611,-0.05129892,0.45000000,0.64164844,0.47699162,0.73333333
diagonal_mismatch_shift5_separate_hybrid,4,16,0.60882353,0.43333333,0.71666667,86,120,0.35588235,0.23333333,0.61666667,0.78587218,0.62762056,0.80833333,0.53423519,0.41286141,0.60000000,0.47717283,0.35295364,0.66666667
diagonal_mismatch_shift5_separate_hybrid,5,16,0.02058824,0.03333333,0.51666667,62,120,0.07211187,0.04184137,0.51666667,0.05204785,0.01740777,0.46666667,-0.06784690,-0.05907646,0.45833333,0.17352941,0.10000000,0.55000000
diagonal_mismatch_shift5_separate_hybrid,6,16,0.63529412,0.43333333,0.71666667,86,120,0.32058824,0.23333333,0.61666667,0.54411765,0.40000000,0.70000000,0.01411301,0.00000000,0.14166667,0.63235294,0.51666667,0.75833333
diagonal_mismatch_shift5_separate_hybrid,7,16,0.59117647,0.38333333,0.69166667,83,120,0.58910226,0.43699022,0.70833333,0.48363596,0.34815531,0.62500000,0.68161042,0.50460839,0.64166667,0.64312012,0.46025507,0.72500000
diagonal_mismatch_shift5_separate_hybrid,16,16,0.56176471,0.40000000,0.70000000,84,120,0.55629154,0.41004543,0.70000000,0.54786510,0.38656827,0.68333333,-0.70783414,-0.55200557,0.14166667,0.56470588,0.40000000,0.70000000
diagonal_mismatch_shift5_separate_hybrid,17,16,0.92058824,0.78333333,0.89166667,107,120,0.58155377,0.49159604,0.72500000,0.80008912,0.60927180,0.75000000,0.65978309,0.45769286,0.70833333,0.81236225,0.62762056,0.80833333
diagonal_mismatch_shift5_separate_hybrid,18,16,0.38529412,0.28333333,0.64166667,77,120,0.45180292,0.30962614,0.65000000,0.45294118,0.33333333,0.66666667,0.10029542,0.09283444,0.53333333,0.54451818,0.35983579,0.67500000
diagonal_mismatched_ensemble_separate_hybrid,1,16,0.58529412,0.41666667,0.70833333,85,120,0.50000000,0.36666667,0.68333333,0.67058824,0.53333333,0.76666667,0.02522355,0.00000000,0.46666667,0.56470588,0.36666667,0.68333333
diagonal_mismatched_ensemble_separate_hybrid,2,16,0.58823529,0.43333333,0.71666667,86,120,0.75882353,0.58333333,0.79166667,0.53235294,0.41666667,0.70833333,0.43952994,0.29538232,0.63333333,0.66764706,0.55000000,0.77500000
diagonal_mismatched_ensemble_separate_hybrid,3,16,0.30588235,0.20000000,0.60000000,72,120,0.09418693,0.12552411,0.55833333,0.67991188,0.54393782,0.76666667,-0.03111196,-0.01709964,0.46666667,0.64164844,0.47699162,0.73333333
diagonal_mismatched_ensemble_separate_hybrid,4,16,0.62941176,0.45000000,0.72500000,87,120,0.34411765,0.21666667,0.60833333,0.78587218,0.62762056,0.80833333,0.53423519,0.41286141,0.60000000,0.47717283,0.35295364,0.66666667
diagonal_mismatched_ensemble_separate_hybrid,5,16,0.01764706,0.01666667,0.50833333,61,120,0.08682857,0.05857792,0.52500000,0.05204785,0.01740777,0.46666667,0.32153532,0.22786636,0.60000000,0.17352941,0.10000000,0.55000000
diagonal_mismatched_ensemble_separate_hybrid,6,16,0.60294118,0.40000000,0.70000000,84,120,0.35882353,0.28333333,0.64166667,0.54411765,0.40000000,0.70000000,0.16986780,0.12766998,0.54166667,0.63235294,0.51666667,0.75833333
diagonal_mismatched_ensemble_separate_hybrid,7,16,0.59117647,0.38333333,0.69166667,83,120,0.51693723,0.36976095,0.67500000,0.48363596,0.34815531,0.62500000,0.66932915,0.48625900,0.63333333,0.64312012,0.46025507,0.72500000
diagonal_mismatched_ensemble_separate_hybrid,16,16,0.56764706,0.41666667,0.70833333,85,120,0.43855788,0.34309924,0.66666667,0.54786510,0.38656827,0.68333333,-0.70783414,-0.55200557,0.14166667,0.56470588,0.40000000,0.70000000
diagonal_mismatched_ensemble_separate_hybrid,17,16,0.92058824,0.78333333,0.89166667,107,120,0.56974558,0.47464445,0.71666667,0.80008912,0.60927180,0.75000000,0.65978309,0.45769286,0.70833333,0.81236225,0.62762056,0.80833333
diagonal_mismatched_ensemble_separate_hybrid,18,16,0.38529412,0.28333333,0.64166667,77,120,0.47976466,0.32636269,0.65833333,0.45294118,0.33333333,0.66666667,0.12389434,0.10971343,0.54166667,0.54451818,0.35983579,0.67500000
